mean_temp,mean_gas,dT_dt,dG_dt,max_temp,presence,temp_std,gas_std,time_norm,scenario,phase,label,class_name,source
45.260000000000005,306.06666666666666,0.564449388209122,0.4022246941045625,53.4,0.9666666666666668,5.080328073395785,4.884897360459298,0.155,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
45.866666666666674,306.3,0.5422469410456064,0.4197997775305947,53.4,0.9333333333333332,4.877658819101184,4.947389884238625,0.16,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
46.37666666666667,306.7,0.5279421579532818,0.4264738598442718,53.4,0.9333333333333332,4.764289617094615,4.987651417918725,0.165,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
46.92000000000001,307.23333333333335,0.5266295884315909,0.3735261401557282,54.7,0.9333333333333332,4.7530621708536485,4.543738059742832,0.17,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
47.56333333333335,307.8333333333333,0.5107230255839825,0.3931034482758632,55.7,0.9333333333333332,4.588934758985164,4.7334507027701855,0.175,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
48.12666666666667,308.1,0.5107897664071196,0.3668520578420487,56.3,0.9333333333333332,4.589548513258745,4.621327370644355,0.18,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
48.736666666666665,308.6666666666667,0.5003559510567301,0.3684093437152381,56.8,0.9,4.484453391688024,4.635610950984658,0.185,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
49.156666666666666,308.96666666666664,0.5050723025583993,0.3241379310344854,56.8,0.9,4.517424290701752,4.415754622812377,0.19,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
49.656666666666666,309.2,0.495639599555062,0.3430478309232466,56.8,0.8666666666666667,4.438519522944059,4.489988864128729,0.195,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
50.18333333333333,309.46666666666664,0.5167296996662963,0.3252502780867602,59.4,0.8666666666666667,4.622198851436643,4.410089442277662,0.2,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
50.68999999999999,309.8666666666667,0.5335928809788656,0.2896551724137971,59.4,0.8666666666666667,4.758665779396574,4.161196409153929,0.205,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
51.2,310.3333333333333,0.5189766407119026,0.3283648498331512,59.4,0.8666666666666667,4.639827583003489,4.474619785213289,0.21,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
51.61333333333334,310.46666666666664,0.4961957730812014,0.3497219132369311,59.4,0.9,4.4852152184210246,4.5220447685631,0.215,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
52.06333333333334,310.56666666666666,0.5003559510567301,0.3094549499443863,59.4,0.9,4.516376374435102,4.454835076134195,0.22,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
52.58333333333334,310.76666666666665,0.4813570634037821,0.3272525027808666,59.4,0.9,4.349412476287905,4.514298272033971,0.225,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
53.02000000000001,311.1666666666667,0.4820022246941051,0.2743047830923267,59.4,0.9,4.354262279651973,4.147957998287296,0.23,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
53.51333333333334,311.73333333333335,0.4610901001112356,0.2482758620689652,59.4,0.9,4.1729872060937625,3.872409528388696,0.235,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
53.98000000000001,311.9,0.463136818687432,0.2040044493882101,60.9,0.9,4.190099441938501,3.726929030716844,0.24,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
54.433333333333344,312.3,0.4603781979977767,0.2560622914349293,60.9,0.9,4.167679876808625,4.124318125460256,0.245,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
54.90666666666667,312.2,0.4420912124582868,0.1793103448275862,60.9,0.9,4.009067500332493,4.261455150532504,0.25,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
55.27666666666667,312.3,0.4562180200222469,0.1692992213570663,61.7,0.9,4.105580213427682,4.243819034784589,0.255,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
55.75333333333333,312.6333333333333,0.4353281423804234,0.2031145717463883,61.7,0.9,3.919671188023585,4.4383430341613845,0.26,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
56.12333333333334,312.6,0.4301446051167965,0.1748609566184624,61.7,0.9,3.882841170529069,4.454211490264017,0.265,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
56.583333333333336,312.96666666666664,0.4094104560622916,0.1710789766407161,61.7,0.9,3.69423725400642,4.430826358843485,0.27,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
57.03000000000001,312.7,0.4053170189098999,0.1599555061179128,63.2,0.9,3.656970513052209,4.480699350175893,0.275,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
57.40666666666666,313.0,0.4017352614015578,0.1152391546162443,63.2,0.9,3.629227037385356,4.250490167812021,0.28,Normal Cooking,Heating,0,Normal Cooking,serial_normal.txt
